activity_comment,activity_id,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,document_chembl_id,document_journal,document_year,molecule_chembl_id,parent_molecule_chembl_id,pchembl_value,potential_duplicate,published_relation,published_type,published_units,published_value,qudt_units,record_id,src_id,standard_flag,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,uo_units
,13319669,CHEMBL2388440,Inhibition of human recombinant placental aromatase,B,BAO_0000190,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2385050,J. Med. Chem.,2013,CHEMBL489,CHEMBL489,,False,=,IC50,uM,530,http://www.openphacts.org/units/Nanomolar,1896611,1,True,=,IC50,nM,530000,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
,13319670,CHEMBL2388440,Inhibition of human recombinant placental aromatase,B,BAO_0000190,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCNC)cc2)\c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL1093458,CHEMBL1093458,5.22,False,=,IC50,uM,6,http://www.openphacts.org/units/Nanomolar,1896612,1,True,=,IC50,nM,6000,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
Not Determined,13319674,CHEMBL2387862,Inhibition of human recombinant microsomal aromatase using 7-methoxy-4-trifluoromethylcoumarin as substrate by Lineweaver-Burk plot analysis,B,BAO_0000192,BAO_0000019,assay format,CCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL149791,CHEMBL149791,,False,,Ki,,,,1896616,1,False,,Ki,,,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,
,13319675,CHEMBL2387862,Inhibition of human recombinant microsomal aromatase using 7-methoxy-4-trifluoromethylcoumarin as substrate by Lineweaver-Burk plot analysis,B,BAO_0000192,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL2386284,CHEMBL2386284,6.36,False,=,Ki,nM,442,http://www.openphacts.org/units/Nanomolar,1896615,1,True,=,Ki,nM,442,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
,13319676,CHEMBL2387862,Inhibition of human recombinant microsomal aromatase using 7-methoxy-4-trifluoromethylcoumarin as substrate by Lineweaver-Burk plot analysis,B,BAO_0000192,BAO_0000019,assay format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL2386285,CHEMBL2386285,7.32,False,=,Ki,nM,48,http://www.openphacts.org/units/Nanomolar,1896614,1,True,=,Ki,nM,48,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
,13319677,CHEMBL2387862,Inhibition of human recombinant microsomal aromatase using 7-methoxy-4-trifluoromethylcoumarin as substrate by Lineweaver-Burk plot analysis,B,BAO_0000192,BAO_0000019,assay format,CCC(=C(c1ccc(O)cc1)c2ccc(OCCN)cc2)c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL3350384,CHEMBL3350384,7.11,False,=,Ki,nM,77,http://www.openphacts.org/units/Nanomolar,1896613,1,True,=,Ki,nM,77,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
,13319678,CHEMBL2387863,"Apparent oral clearance in NOD/SCID mouse at 100 mg/kg, po by LC-MS-MS analysis",A,,BAO_0000218,organism-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN)cc2)\c3ccccc3,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL2385050,J. Med. Chem.,2013,CHEMBL2386284,CHEMBL2386284,,False,=,CL/F,L/hr,0.016,,1896615,1,False,=,CL/F,L/hr,0.016,CHEMBL375,Mus musculus,Mus musculus,10090,
,13319679,CHEMBL2387863,"Apparent oral clearance in NOD/SCID mouse at 100 mg/kg, po by LC-MS-MS analysis",A,,BAO_0000218,organism-based format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL2385050,J. Med. Chem.,2013,CHEMBL2386285,CHEMBL2386285,,False,=,CL/F,L/hr,0.091,,1896614,1,False,=,CL/F,L/hr,0.091,CHEMBL375,Mus musculus,Mus musculus,10090,
,13319680,CHEMBL2387864,"Apparent volume of distribution during terminal phase in NOD/SCID mouse at 100 mg/kg, po by LC-MS-MS analysis",A,,BAO_0000218,organism-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN)cc2)\c3ccccc3,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL2385050,J. Med. Chem.,2013,CHEMBL2386284,CHEMBL2386284,,False,=,Vz/F,l,0.5,http://qudt.org/vocab/unit#Liter,1896615,1,False,=,Vz/F,l,0.5,CHEMBL375,Mus musculus,Mus musculus,10090,UO_0000099
,13319681,CHEMBL2387864,"Apparent volume of distribution during terminal phase in NOD/SCID mouse at 100 mg/kg, po by LC-MS-MS analysis",A,,BAO_0000218,organism-based format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL2385050,J. Med. Chem.,2013,CHEMBL2386285,CHEMBL2386285,,False,=,Vz/F,l,2.8,http://qudt.org/vocab/unit#Liter,1896614,1,False,=,Vz/F,l,2.8,CHEMBL375,Mus musculus,Mus musculus,10090,UO_0000099
,13319682,CHEMBL2387865,"AUClast in NOD/SCID mouse at 100 mg/kg, po by LC-MS-MS analysis",A,BAO_0002120,BAO_0000218,organism-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL2386284,CHEMBL2386284,,False,=,AUClast,ug.hr/L,35.1,,1896615,1,True,=,AUC,ng.hr.mL-1,35.1,CHEMBL375,Mus musculus,Mus musculus,10090,
,13319683,CHEMBL2387865,"AUClast in NOD/SCID mouse at 100 mg/kg, po by LC-MS-MS analysis",A,BAO_0002120,BAO_0000218,organism-based format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2385050,J. Med. Chem.,2013,CHEMBL2386285,CHEMBL2386285,,False,=,AUClast,ug.hr/L,5.8,,1896614,1,True,=,AUC,ng.hr.mL-1,5.8,CHEMBL375,Mus musculus,Mus musculus,10090,
,13319684,CHEMBL2387866,"Half life in NOD/SCID mouse at 100 mg/kg, po by LC-MS-MS analysis",A,BAO_0002115,BAO_0000218,organism-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL2386284,CHEMBL2386284,,False,=,t1/2,hr,22.7,http://qudt.org/vocab/unit#Hour,1896615,1,True,=,T1/2,hr,22.7,CHEMBL375,Mus musculus,Mus musculus,10090,UO_0000032
,13319685,CHEMBL2387866,"Half life in NOD/SCID mouse at 100 mg/kg, po by LC-MS-MS analysis",A,BAO_0002115,BAO_0000218,organism-based format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL2386285,CHEMBL2386285,,False,=,t1/2,hr,21.4,http://qudt.org/vocab/unit#Hour,1896614,1,True,=,T1/2,hr,21.4,CHEMBL375,Mus musculus,Mus musculus,10090,UO_0000032
,13319686,CHEMBL2387867,"Clast in NOD/SCID mouse at 100 mg/kg, po by LC-MS-MS analysis",A,,BAO_0000218,organism-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL2386284,CHEMBL2386284,,False,=,Clast,ug ml-1,0.9,http://www.openphacts.org/units/MicrogramPerMilliliter,1896615,1,False,=,Clast,ug ml-1,0.9,CHEMBL375,Mus musculus,Mus musculus,10090,UO_0000274
,13319687,CHEMBL2387867,"Clast in NOD/SCID mouse at 100 mg/kg, po by LC-MS-MS analysis",A,,BAO_0000218,organism-based format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL2386285,CHEMBL2386285,,False,=,Clast,ug ml-1,0.1,http://www.openphacts.org/units/MicrogramPerMilliliter,1896614,1,False,=,Clast,ug ml-1,0.1,CHEMBL375,Mus musculus,Mus musculus,10090,UO_0000274
,13319688,CHEMBL2387868,"Cmax in NOD/SCID mouse at 100 mg/kg, po by LC-MS-MS analysis",A,BAO_0002119,BAO_0000218,organism-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL2386284,CHEMBL2386284,,False,=,Cmax,ug ml-1,2.1,http://www.openphacts.org/units/MicrogramPerMilliliter,1896615,1,True,=,Cmax,ug.mL-1,2.1,CHEMBL375,Mus musculus,Mus musculus,10090,UO_0000274
,13319689,CHEMBL2387868,"Cmax in NOD/SCID mouse at 100 mg/kg, po by LC-MS-MS analysis",A,BAO_0002119,BAO_0000218,organism-based format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL2386285,CHEMBL2386285,,False,=,Cmax,ug ml-1,0.7,http://www.openphacts.org/units/MicrogramPerMilliliter,1896614,1,True,=,Cmax,ug.mL-1,0.7,CHEMBL375,Mus musculus,Mus musculus,10090,UO_0000274
,13319690,CHEMBL2387869,"Tmax in NOD/SCID mouse at 100 mg/kg, po by LC-MS-MS analysis",A,BAO_0003037,BAO_0000218,organism-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL2386284,CHEMBL2386284,,False,=,Tmax,hr,1,http://qudt.org/vocab/unit#Hour,1896615,1,True,=,Tmax,hr,1,CHEMBL375,Mus musculus,Mus musculus,10090,UO_0000032
,13319691,CHEMBL2387869,"Tmax in NOD/SCID mouse at 100 mg/kg, po by LC-MS-MS analysis",A,BAO_0003037,BAO_0000218,organism-based format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL2386285,CHEMBL2386285,,False,=,Tmax,hr,2,http://qudt.org/vocab/unit#Hour,1896614,1,True,=,Tmax,hr,2,CHEMBL375,Mus musculus,Mus musculus,10090,UO_0000032
,13319698,CHEMBL2387871,Displacement of fluorescent ES2 from human recombinant ERalpha at 100 uM after 2 hrs by fluorimetric analysis relative to control,B,BAO_0001103,BAO_0000357,single protein format,CCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL149791,CHEMBL149791,,False,=,Activity,%,80,http://qudt.org/vocab/unit#Percent,1896616,1,False,=,Activity,%,80,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,UO_0000187
,13319699,CHEMBL2387872,Displacement of fluorescent ES2 from human recombinant ERbeta after 2 hrs by fluorimetric analysis,B,BAO_0000188,BAO_0000357,single protein format,CCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL149791,CHEMBL149791,6.51,False,=,EC50,nM,306.9,http://www.openphacts.org/units/Nanomolar,1896616,1,True,=,EC50,nM,306.9,CHEMBL242,Homo sapiens,Estrogen receptor beta,9606,UO_0000065
,13319700,CHEMBL2387872,Displacement of fluorescent ES2 from human recombinant ERbeta after 2 hrs by fluorimetric analysis,B,BAO_0000188,BAO_0000357,single protein format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL2386284,CHEMBL2386284,7.56,False,=,EC50,nM,27.5,http://www.openphacts.org/units/Nanomolar,1896615,1,True,=,EC50,nM,27.5,CHEMBL242,Homo sapiens,Estrogen receptor beta,9606,UO_0000065
,13319701,CHEMBL2387872,Displacement of fluorescent ES2 from human recombinant ERbeta after 2 hrs by fluorimetric analysis,B,BAO_0000188,BAO_0000357,single protein format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL2386285,CHEMBL2386285,7.11,False,=,EC50,nM,78.5,http://www.openphacts.org/units/Nanomolar,1896614,1,True,=,EC50,nM,78.5,CHEMBL242,Homo sapiens,Estrogen receptor beta,9606,UO_0000065
,13319702,CHEMBL2387872,Displacement of fluorescent ES2 from human recombinant ERbeta after 2 hrs by fluorimetric analysis,B,BAO_0000188,BAO_0000357,single protein format,CCC(=C(c1ccc(O)cc1)c2ccc(OCCN)cc2)c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL3350384,CHEMBL3350384,7.45,False,=,EC50,nM,35.2,http://www.openphacts.org/units/Nanomolar,1896613,1,True,=,EC50,nM,35.2,CHEMBL242,Homo sapiens,Estrogen receptor beta,9606,UO_0000065
,13319703,CHEMBL2387873,Displacement of fluorescent ES2 from human recombinant ERalpha after 2 hrs by fluorimetric analysis,B,BAO_0000188,BAO_0000357,single protein format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL2386284,CHEMBL2386284,7.77,False,=,EC50,nM,17,http://www.openphacts.org/units/Nanomolar,1896615,1,True,=,EC50,nM,17,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,UO_0000065
,13319704,CHEMBL2387873,Displacement of fluorescent ES2 from human recombinant ERalpha after 2 hrs by fluorimetric analysis,B,BAO_0000188,BAO_0000357,single protein format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL2386285,CHEMBL2386285,7.23,False,=,EC50,nM,58.7,http://www.openphacts.org/units/Nanomolar,1896614,1,True,=,EC50,nM,58.7,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,UO_0000065
,13319705,CHEMBL2387873,Displacement of fluorescent ES2 from human recombinant ERalpha after 2 hrs by fluorimetric analysis,B,BAO_0000188,BAO_0000357,single protein format,CCC(=C(c1ccc(O)cc1)c2ccc(OCCN)cc2)c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL3350384,CHEMBL3350384,7.57,False,=,EC50,nM,26.9,http://www.openphacts.org/units/Nanomolar,1896613,1,True,=,EC50,nM,26.9,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,UO_0000065
,13319709,CHEMBL2388439,Inhibition of human recombinant microsomal aromatase-mediated 7-methoxy-4-trifluoromethylcoumarin conversion to 7-hydroxytrifluoromethylcoumarin preincubated for 10 mins measured after 30 mins by fluorescence assay,B,BAO_0000190,BAO_0000019,assay format,CCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL149791,CHEMBL149791,4.6,False,=,IC50,nM,24880,http://www.openphacts.org/units/Nanomolar,1896616,1,True,=,IC50,nM,24880,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
,13319710,CHEMBL2388439,Inhibition of human recombinant microsomal aromatase-mediated 7-methoxy-4-trifluoromethylcoumarin conversion to 7-hydroxytrifluoromethylcoumarin preincubated for 10 mins measured after 30 mins by fluorescence assay,B,BAO_0000190,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL2386284,CHEMBL2386284,5.99,False,=,IC50,nM,1029,http://www.openphacts.org/units/Nanomolar,1896615,1,True,=,IC50,nM,1029,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
,13319711,CHEMBL2388439,Inhibition of human recombinant microsomal aromatase-mediated 7-methoxy-4-trifluoromethylcoumarin conversion to 7-hydroxytrifluoromethylcoumarin preincubated for 10 mins measured after 30 mins by fluorescence assay,B,BAO_0000190,BAO_0000019,assay format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL2386285,CHEMBL2386285,7.12,False,=,IC50,nM,76.8,http://www.openphacts.org/units/Nanomolar,1896614,1,True,=,IC50,nM,76.8,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
,13319712,CHEMBL2388439,Inhibition of human recombinant microsomal aromatase-mediated 7-methoxy-4-trifluoromethylcoumarin conversion to 7-hydroxytrifluoromethylcoumarin preincubated for 10 mins measured after 30 mins by fluorescence assay,B,BAO_0000190,BAO_0000019,assay format,CCC(=C(c1ccc(O)cc1)c2ccc(OCCN)cc2)c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL3350384,CHEMBL3350384,6.99,False,=,IC50,nM,102.2,http://www.openphacts.org/units/Nanomolar,1896613,1,True,=,IC50,nM,102.2,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
,13319713,CHEMBL2388440,Inhibition of human recombinant placental aromatase,B,BAO_0000190,BAO_0000019,assay format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL2386285,CHEMBL2386285,7.05,False,=,IC50,nM,90,http://www.openphacts.org/units/Nanomolar,1896614,1,True,=,IC50,nM,90,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
,13319714,CHEMBL2388440,Inhibition of human recombinant placental aromatase,B,BAO_0000190,BAO_0000019,assay format,CCC(=C(c1ccc(O)cc1)c2ccc(OCCN)cc2)c3ccccc3,,CHEMBL2385050,J. Med. Chem.,2013,CHEMBL3350384,CHEMBL3350384,7.05,False,=,IC50,nM,90,http://www.openphacts.org/units/Nanomolar,1896613,1,True,=,IC50,nM,90,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
Not Determined,13359496,CHEMBL2401455,Antiproliferative activity against human MSTO-211H cells after 72 hrs by trypan blue assay,F,BAO_0000189,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL2396527,Bioorg. Med. Chem.,2013,CHEMBL489,CHEMBL489,,False,,GI50,,,,1903056,1,False,,GI50,,,CHEMBL1075509,Homo sapiens,MSTO-211H,9606,
Not Determined,13359512,CHEMBL2401456,Antiproliferative activity against human HeLa cells after 72 hrs by trypan blue assay,F,BAO_0000189,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL2396527,Bioorg. Med. Chem.,2013,CHEMBL489,CHEMBL489,,False,,GI50,,,,1903056,1,False,,GI50,,,CHEMBL399,Homo sapiens,HeLa,9606,
,13359528,CHEMBL2401457,Antiproliferative activity against human MCF7 cells after 72 hrs by trypan blue assay,F,BAO_0000189,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL2396527,Bioorg. Med. Chem.,2013,CHEMBL489,CHEMBL489,,False,=,GI50,uM,0.107,http://www.openphacts.org/units/Nanomolar,1903056,1,True,=,GI50,nM,107,CHEMBL387,Homo sapiens,MCF7,9606,UO_0000065
,13855378,CHEMBL3095661,Antiproliferative activity against human MDA-MB-231 cells after 24 hrs by MTT assay,F,BAO_0000190,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL3091313,Bioorg. Med. Chem. Lett.,2013,CHEMBL489,CHEMBL489,4.98,False,=,IC50,uM,10.4,http://www.openphacts.org/units/Nanomolar,1952603,1,True,=,IC50,nM,10400,CHEMBL400,Homo sapiens,MDA-MB-231,9606,UO_0000065
,13855397,CHEMBL3095662,Antiproliferative activity against human MCF7 cells after 24 hrs by MTT assay,F,BAO_0000190,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL3091313,Bioorg. Med. Chem. Lett.,2013,CHEMBL489,CHEMBL489,5.14,False,=,IC50,uM,7.2,http://www.openphacts.org/units/Nanomolar,1952603,1,True,=,IC50,nM,7200,CHEMBL387,Homo sapiens,MCF7,9606,UO_0000065
Active,13864020,CHEMBL3101662,Upregulation of ERalpha protein levels in human MCF7 cells at 10 uM after 6 hrs by Western blot method,F,BAO_0000375,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCNC)cc2)\c3ccccc3,,CHEMBL3098128,Bioorg. Med. Chem. Lett.,2014,CHEMBL1093458,CHEMBL1093458,,False,,Activity,,,,1955033,1,False,,Activity,,,CHEMBL387,Homo sapiens,MCF7,9606,
Active,13864021,CHEMBL3101662,Upregulation of ERalpha protein levels in human MCF7 cells at 10 uM after 6 hrs by Western blot method,F,BAO_0000375,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL3098128,Bioorg. Med. Chem. Lett.,2014,CHEMBL489,CHEMBL489,,False,,Activity,,,,1955032,1,False,,Activity,,,CHEMBL387,Homo sapiens,MCF7,9606,
,13864022,CHEMBL3101663,Binding affinity to ERalpha (unknown origin) relative to tamoxifen,B,,BAO_0000357,single protein format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCNC)cc2)\c3ccccc3,,CHEMBL3098128,Bioorg. Med. Chem. Lett.,2014,CHEMBL1093458,CHEMBL1093458,,False,=,FC,,100,,1955033,1,False,=,FC,,100,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,
,13864023,CHEMBL3101663,Binding affinity to ERalpha (unknown origin) relative to tamoxifen,B,,BAO_0000357,single protein format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL3098128,Bioorg. Med. Chem. Lett.,2014,CHEMBL489,CHEMBL489,,False,=,FC,,100,,1955032,1,False,=,FC,,100,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,
Dose-dependent effect,13864024,CHEMBL3101664,Antagonist activity at ERalpha in human MCF7 cells assessed as inhibition of E2-induced pS2 mRNA expression after 9 hrs by RT-PCR analysis,B,BAO_0000376,BAO_0000219,cell-based format,CCCCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,,CHEMBL3098128,Bioorg. Med. Chem. Lett.,2014,CHEMBL3098274,CHEMBL3098274,,False,,INH,,,,1955028,1,False,,Inhibition,,,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,
Not Active,13864025,CHEMBL3101665,Downregulation of ERalpha protein levels in human MCF7 cells at 10 uM after 6 hrs by Western blot method in presence of proteasome inhibitor MG132,F,BAO_0000375,BAO_0000219,cell-based format,CCCCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,,CHEMBL3098128,Bioorg. Med. Chem. Lett.,2014,CHEMBL3098274,CHEMBL3098274,,False,,Activity,,,,1955028,1,False,,Activity,,,CHEMBL387,Homo sapiens,MCF7,9606,
Not Active,13864026,CHEMBL3101666,Downregulation of ERalpha protein levels in human MCF7 cells at 1 to 30 uM after 6 hrs by Western blot method,F,BAO_0000375,BAO_0000219,cell-based format,CCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,,CHEMBL3098128,Bioorg. Med. Chem. Lett.,2014,CHEMBL3098273,CHEMBL3098273,,False,,Activity,,,,1955027,1,False,,Activity,,,CHEMBL387,Homo sapiens,MCF7,9606,
Active,13864027,CHEMBL3101667,Downregulation of ERalpha protein levels in human MCF7 cells at 30 uM after 6 hrs by Western blot method,F,BAO_0000375,BAO_0000219,cell-based format,CCCCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,,CHEMBL3098128,Bioorg. Med. Chem. Lett.,2014,CHEMBL3098274,CHEMBL3098274,,False,,Activity,,,,1955028,1,False,,Activity,,,CHEMBL387,Homo sapiens,MCF7,9606,
Dose-dependent effect,13864028,CHEMBL3101668,Downregulation of ERalpha protein levels in human MCF7 cells after 6 hrs by Western blot method,F,BAO_0000375,BAO_0000219,cell-based format,CCCCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,,CHEMBL3098128,Bioorg. Med. Chem. Lett.,2014,CHEMBL3098274,CHEMBL3098274,,False,,Activity,,,,1955028,1,False,,Activity,,,CHEMBL387,Homo sapiens,MCF7,9606,
Not Active,13864031,CHEMBL3101669,Downregulation of ERalpha protein levels in human MCF7 cells at 10 uM after 6 hrs by Western blot method,F,BAO_0000375,BAO_0000219,cell-based format,CCCCCCCCCCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,,CHEMBL3098128,Bioorg. Med. Chem. Lett.,2014,CHEMBL3098275,CHEMBL3098275,,False,,Activity,,,,1955029,1,False,,Activity,,,CHEMBL387,Homo sapiens,MCF7,9606,
Active,13864032,CHEMBL3101669,Downregulation of ERalpha protein levels in human MCF7 cells at 10 uM after 6 hrs by Western blot method,F,BAO_0000375,BAO_0000219,cell-based format,CCCCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,,CHEMBL3098128,Bioorg. Med. Chem. Lett.,2014,CHEMBL3098274,CHEMBL3098274,,False,,Activity,,,,1955028,1,False,,Activity,,,CHEMBL387,Homo sapiens,MCF7,9606,
Not Active,13864033,CHEMBL3101669,Downregulation of ERalpha protein levels in human MCF7 cells at 10 uM after 6 hrs by Western blot method,F,BAO_0000375,BAO_0000219,cell-based format,CCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,,CHEMBL3098128,Bioorg. Med. Chem. Lett.,2014,CHEMBL3098273,CHEMBL3098273,,False,,Activity,,,,1955027,1,False,,Activity,,,CHEMBL387,Homo sapiens,MCF7,9606,
active,14016970,CHEMBL3215011,PubChem BioAssay: Tox21. qHTS assay to identify small molecule that activate the aryl hydrocarbon receptor (AhR) signaling pathway - cell viability counter screen.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,54.5925,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,54592.5,CHEMBL612545,,Unchecked,,UO_0000065
